original_word,new_word,case_variations,starting_letter,offset,direction
patristics,EYRIE,"['patRISTIcs', 'PatRISTIcs', 'pAtRISTIcs', 'PAtRISTIcs', 'paTRISTIcs', 'PaTRISTIcs', 'pATRISTIcs', 'PATRISTIcs', 'patRISTIcS', 'PatRISTIcS', 'pAtRISTIcS', 'PAtRISTIcS', 'paTRISTIcS', 'PaTRISTIcS', 'pATRISTIcS', 'PATRISTIcS']",1,3,reverse
beseeched,aSSeS,"['beSeeChed', 'BeSeeChed', 'beSeeCHed', 'BeSeeCHed', 'beSeeChEd', 'BeSeeChEd', 'beSeeCHEd', 'BeSeeCHEd', 'beSeeCheD', 'BeSeeCheD', 'beSeeCHeD', 'BeSeeCHeD', 'beSeeChED', 'BeSeeChED', 'beSeeCHED', 'BeSeeCHED']",1,1,reverse
dulled,DELle,"['DuLleD', 'DULleD']",1,7,reverse
rescuer,SWagS,"['resCuer', 'ResCuer', 'resCueR', 'ResCueR']",1,1,reverse
sanitaria,RIPER,"['saniTARIA', 'sAniTARIA', 'saNiTARIA', 'sANiTARIA', 'sanITARIA', 'sAnITARIA', 'saNITARIA', 'sANITARIA']",3,3,reverse
fertilize,FREIT,"['feRTILIze', 'FeRTILIze', 'fERTILIze', 'FERTILIze', 'feRTILIzE', 'FeRTILIzE', 'fERTILIzE', 'FERTILIzE']",1,3,reverse
convoluted,ELUTe,"['convoLUTeD', 'ConvoLUTeD', 'cOnvoLUTeD', 'COnvoLUTeD', 'coNvoLUTeD', 'CoNvoLUTeD', 'cONvoLUTeD', 'CONvoLUTeD', 'conVoLUTeD', 'ConVoLUTeD', 'cOnVoLUTeD', 'COnVoLUTeD', 'coNVoLUTeD', 'CoNVoLUTeD', 'cONVoLUTeD', 'CONVoLUTeD', 'convOLUTeD', 'ConvOLUTeD', 'cOnvOLUTeD', 'COnvOLUTeD', 'coNvOLUTeD', 'CoNvOLUTeD', 'cONvOLUTeD', 'CONvOLUTeD', 'conVOLUTeD', 'ConVOLUTeD', 'cOnVOLUTeD', 'COnVOLUTeD', 'coNVOLUTeD', 'CoNVOLUTeD', 'cONVOLUTeD', 'CONVOLUTeD']",4,7,reverse
causeway,MAuSe,"['cauSeWAY', 'CauSeWAY', 'cAuSeWAY', 'CAuSeWAY', 'caUSeWAY', 'CaUSeWAY', 'cAUSeWAY', 'CAUSeWAY']",3,1,reverse
impenitent,ENTER,"['ImpeniTENT', 'IMpeniTENT', 'ImPeniTENT', 'IMPeniTENT', 'ImpEniTENT', 'IMpEniTENT', 'ImPEniTENT', 'IMPEniTENT', 'ImpeNiTENT', 'IMpeNiTENT', 'ImPeNiTENT', 'IMPeNiTENT', 'ImpENiTENT', 'IMpENiTENT', 'ImPENiTENT', 'IMPENiTENT', 'ImpenITENT', 'IMpenITENT', 'ImPenITENT', 'IMPenITENT', 'ImpEnITENT', 'IMpEnITENT', 'ImPEnITENT', 'IMPEnITENT', 'ImpeNITENT', 'IMpeNITENT', 'ImPeNITENT', 'IMPeNITENT', 'ImpENITENT', 'IMpENITENT', 'ImPENITENT', 'IMPENITENT']",5,3,reverse
impenitent,ENTERN,"['ImpenITENT', 'IMpenITENT', 'ImPenITENT', 'IMPenITENT', 'ImpEnITENT', 'IMpEnITENT', 'ImPEnITENT', 'IMPEnITENT', 'ImpeNITENT', 'IMpeNITENT', 'ImPeNITENT', 'IMPeNITENT', 'ImpENITENT', 'IMpENITENT', 'ImPENITENT', 'IMPENITENT']",4,3,reverse
stuntman,VENUE,"['stUNTMAn', 'StUNTMAn', 'sTUNTMAn', 'STUNTMAn']",1,3,reverse
cadential,PRENT,"['cadeNTIAL', 'cAdeNTIAL', 'caDeNTIAL', 'cADeNTIAL', 'cadENTIAL', 'cAdENTIAL', 'caDENTIAL', 'cADENTIAL']",3,3,reverse
dialled,DELle,"['DiaLleD', 'DIaLleD', 'DiALleD', 'DIALleD']",2,7,reverse
spatial,REPAY,"['sPATIAl', 'SPATIAl']",0,3,reverse
spatial,PREPAY,['sPATIAL'],0,3,reverse
enteritis,RITEN,"['enTERITis', 'EnTERITis', 'eNTERITis', 'ENTERITis', 'enTERITiS', 'EnTERITiS', 'eNTERITiS', 'ENTERITiS']",1,3,reverse
itemised,RÖTER,"['iTEMiSed', 'ITEMiSed', 'iTEMiSeD', 'ITEMiSeD']",0,3,reverse
cascading,CaeCa,"['CaSCading', 'CaSCaDing', 'CaSCadIng', 'CaSCaDIng', 'CaSCadiNg', 'CaSCaDiNg', 'CaSCadINg', 'CaSCaDINg', 'CaSCadinG', 'CaSCaDinG', 'CaSCadInG', 'CaSCaDInG', 'CaSCadiNG', 'CaSCaDiNG', 'CaSCadING', 'CaSCaDING']",0,1,reverse
spatiality,REPAY,"['sPATIAlity', 'SPATIAlity', 'sPATIAlIty', 'SPATIAlIty', 'sPATIAliTy', 'SPATIAliTy', 'sPATIAlITy', 'SPATIAlITy', 'sPATIAlitY', 'SPATIAlitY', 'sPATIAlItY', 'SPATIAlItY', 'sPATIAliTY', 'SPATIAliTY', 'sPATIAlITY', 'SPATIAlITY']",0,3,reverse
spatiality,PREPAY,"['sPATIALity', 'SPATIALity', 'sPATIALiTy', 'SPATIALiTy', 'sPATIALitY', 'SPATIALitY', 'sPATIALiTY', 'SPATIALiTY']",0,3,reverse
alleles,DeLle,"['aLleLEs', 'ALleLEs', 'aLleLES', 'ALleLES']",0,7,reverse
lanthanide,bigha,"['Lanthanide', 'LAnthanide', 'LaNthanide', 'LANthanide', 'LanThanide', 'LAnThanide', 'LaNThanide', 'LANThanide', 'LantHanide', 'LAntHanide', 'LaNtHanide', 'LANtHanide', 'LanTHanide', 'LAnTHanide', 'LaNTHanide', 'LANTHanide']",4,4,reverse
doggie,SIssy,"['dOggIe', 'DOggIe']",1,1,reverse
systemized,KRÖTE,"['systEMiZEd', 'SystEMiZEd', 'sYstEMiZEd', 'SYstEMiZEd', 'syStEMiZEd', 'SyStEMiZEd', 'sYStEMiZEd', 'SYStEMiZEd', 'sysTEMiZEd', 'SysTEMiZEd', 'sYsTEMiZEd', 'SYsTEMiZEd', 'sySTEMiZEd', 'SySTEMiZEd', 'sYSTEMiZEd', 'SYSTEMiZEd']",3,3,reverse
schlock,local,"['schlock', 'Schlock', 'sChlock', 'SChlock']",1,4,reverse
vesica,CaKeS,"['veSiCa', 'VeSiCa']",1,1,reverse
pityriasis,RISER,"['piTYRIAsis', 'PiTYRIAsis', 'pITYRIAsis', 'PITYRIAsis', 'piTYRIAsIs', 'PiTYRIAsIs', 'pITYRIAsIs', 'PITYRIAsIs', 'piTYRIAsiS', 'PiTYRIAsiS', 'pITYRIAsiS', 'PITYRIAsiS', 'piTYRIAsIS', 'PiTYRIAsIS', 'pITYRIAsIS', 'PITYRIAsIS']",1,3,reverse
pityriasis,PRISE,"['pitYRIASis', 'PitYRIASis', 'pItYRIASis', 'PItYRIASis', 'piTYRIASis', 'PiTYRIASis', 'pITYRIASis', 'PITYRIASis', 'pitYRIASiS', 'PitYRIASiS', 'pItYRIASiS', 'PItYRIASiS', 'piTYRIASiS', 'PiTYRIASiS', 'pITYRIASiS', 'PITYRIASiS']",2,3,reverse
penitents,ENTER,"['peniTENTS', 'pEniTENTS', 'peNiTENTS', 'pENiTENTS', 'penITENTS', 'pEnITENTS', 'peNITENTS', 'pENITENTS']",3,3,reverse
penitents,ENTERN,"['penITENTS', 'pEnITENTS', 'peNITENTS', 'pENITENTS']",2,3,reverse
woefully,töTeT,"['wOeFULly', 'WOeFULly', 'wOeFULlY', 'WOeFULlY']",0,4,forward
batteries,TRITE,"['battERIES', 'bAttERIES', 'baTtERIES', 'bATtERIES', 'batTERIES', 'bAtTERIES', 'baTTERIES', 'bATTERIES']",3,3,reverse
septal,PEATY,['sEPTAL'],0,3,reverse
cascade,CaeCa,"['CaSCade', 'CaSCaDe', 'CaSCadE', 'CaSCaDE']",0,1,reverse
betters,TEETH,"['bETTERs', 'BETTERs']",0,3,reverse
cantering,RITEN,"['canTERINg', 'CanTERINg', 'cAnTERINg', 'CAnTERINg', 'caNTERINg', 'CaNTERINg', 'cANTERINg', 'CANTERINg']",2,3,reverse
assegai,KAsSe,"['asSegAi', 'AsSegAi', 'aSSegAi', 'ASSegAi']",2,1,reverse
squashy,gAUGe,"['SqUAshy', 'SqUAsHy', 'SqUAshY', 'SqUAsHY']",0,1,reverse
saucepan,SaUCe,"['SaUCePan', 'SaUCepAn', 'SaUCePAn', 'SaUCePaN', 'SaUCepAN', 'SaUCePAN']",0,1,reverse
commercial,child,"['commercial', 'cOmmercial', 'coMmercial', 'cOMmercial', 'comMercial', 'cOmMercial', 'coMMercial', 'cOMMercial', 'commErcial', 'cOmmErcial', 'coMmErcial', 'cOMmErcial', 'comMErcial', 'cOmMErcial', 'coMMErcial', 'cOMMErcial', 'commeRcial', 'cOmmeRcial', 'coMmeRcial', 'cOMmeRcial', 'comMeRcial', 'cOmMeRcial', 'coMMeRcial', 'cOMMeRcial', 'commERcial', 'cOmmERcial', 'coMmERcial', 'cOMmERcial', 'comMERcial', 'cOmMERcial', 'coMMERcial', 'cOMMERcial']",5,4,reverse
mouthpiece,TRABE,"['moutHPIECe', 'MoutHPIECe', 'mOutHPIECe', 'MOutHPIECe', 'moUtHPIECe', 'MoUtHPIECe', 'mOUtHPIECe', 'MOUtHPIECe', 'mouTHPIECe', 'MouTHPIECe', 'mOuTHPIECe', 'MOuTHPIECe', 'moUTHPIECe', 'MoUTHPIECe', 'mOUTHPIECe', 'MOUTHPIECe']",3,3,reverse
lidded,dELLE,"['LiDdeD', 'LIDdeD']",1,7,reverse
jessie,SIegS,"['jesSIe', 'JesSIe']",1,1,reverse
squash,gAUGe,"['SqUAsh', 'SqUAsH']",0,1,reverse
eyrie,TRIST,['EYRIE'],0,3,reverse
multum,meTTe,"['muLTUM', 'mULTUM']",1,7,reverse
hummed,EMmeT,"['hUMmeD', 'HUMmeD']",0,7,reverse
welled,EDleM,['WeLlED'],0,7,reverse
detention,RENTE,"['detENTIOn', 'DetENTIOn', 'dEtENTIOn', 'DEtENTIOn', 'deTENTIOn', 'DeTENTIOn', 'dETENTIOn', 'DETENTIOn', 'detENTION', 'DetENTION', 'dEtENTION', 'DEtENTION', 'deTENTION', 'DeTENTION', 'dETENTION', 'DETENTION']",2,3,reverse
dispelled,DELle,"['DispeLleD', 'DIspeLleD', 'DiSpeLleD', 'DISpeLleD', 'DisPeLleD', 'DIsPeLleD', 'DiSPeLleD', 'DISPeLleD', 'DispELleD', 'DIspELleD', 'DiSpELleD', 'DISpELleD', 'DisPELleD', 'DIsPELleD', 'DiSPELleD', 'DISPELleD']",4,7,reverse
seethes,BETTY,"['sEETHEs', 'SEETHEs']",0,3,reverse
gawker,SkuAs,"['gAWker', 'gAWkeR']",0,1,reverse
contents,ENTEN,"['conTENTS', 'cOnTENTS', 'coNTENTS', 'cONTENTS']",2,3,reverse
altricial,chili,"['altricial', 'aLtricial', 'alTricial', 'aLTricial', 'altRicial', 'aLtRicial', 'alTRicial', 'aLTRicial', 'altrIcial', 'aLtrIcial', 'alTrIcial', 'aLTrIcial', 'altRIcial', 'aLtRIcial', 'alTRIcial', 'aLTRIcial']",4,4,reverse
evidential,PRENT,"['evideNTIAL', 'eVideNTIAL', 'evIdeNTIAL', 'eVIdeNTIAL', 'eviDeNTIAL', 'eViDeNTIAL', 'evIDeNTIAL', 'eVIDeNTIAL', 'evidENTIAL', 'eVidENTIAL', 'evIdENTIAL', 'eVIdENTIAL', 'eviDENTIAL', 'eViDENTIAL', 'evIDENTIAL', 'eVIDENTIAL']",4,3,reverse
beneficial,chili,"['beneficial', 'bEneficial', 'beNeficial', 'bENeficial', 'benEficial', 'bEnEficial', 'beNEficial', 'bENEficial', 'beneFicial', 'bEneFicial', 'beNeFicial', 'bENeFicial', 'benEFicial', 'bEnEFicial', 'beNEFicial', 'bENEFicial', 'benefIcial', 'bEnefIcial', 'beNefIcial', 'bENefIcial', 'benEfIcial', 'bEnEfIcial', 'beNEfIcial', 'bENEfIcial', 'beneFIcial', 'bEneFIcial', 'beNeFIcial', 'bENeFIcial', 'benEFIcial', 'bEnEFIcial', 'beNEFIcial', 'bENEFIcial']",5,4,reverse
skywave,AwOke,"['SkywAve', 'SkywAVe', 'SkywAvE', 'SkywAVE']",0,1,reverse
tenting,RENTE,"['tENTINg', 'TENTINg']",0,3,reverse
etape,TAPET,['ETAPE'],0,3,reverse
distention,RENTE,"['distENTIOn', 'DistENTIOn', 'dIstENTIOn', 'DIstENTIOn', 'diStENTIOn', 'DiStENTIOn', 'dIStENTIOn', 'DIStENTIOn', 'disTENTIOn', 'DisTENTIOn', 'dIsTENTIOn', 'DIsTENTIOn', 'diSTENTIOn', 'DiSTENTIOn', 'dISTENTIOn', 'DISTENTIOn', 'distENTION', 'DistENTION', 'dIstENTION', 'DIstENTION', 'diStENTION', 'DiStENTION', 'dIStENTION', 'DIStENTION', 'disTENTION', 'DisTENTION', 'dIsTENTION', 'DIsTENTION', 'diSTENTION', 'DiSTENTION', 'dISTENTION', 'DISTENTION']",3,3,reverse
piggie,SIssI,"['pIggIe', 'PIggIe']",1,1,reverse
fertilises,FREIT,"['feRTILIses', 'FeRTILIses', 'fERTILIses', 'FERTILIses', 'feRTILIsEs', 'FeRTILIsEs', 'fERTILIsEs', 'FERTILIsEs', 'feRTILIseS', 'FeRTILIseS', 'fERTILIseS', 'FERTILIseS', 'feRTILIsES', 'FeRTILIsES', 'fERTILIsES', 'FERTILIsES']",1,3,reverse
mongol,congo,"['mongol', 'mOngol']",1,4,reverse
messier,SIegS,"['mesSIer', 'MesSIer', 'mesSIeR', 'MesSIeR']",1,1,reverse
essential,PRENT,"['esseNTIAL', 'eSseNTIAL', 'esSeNTIAL', 'eSSeNTIAL', 'essENTIAL', 'eSsENTIAL', 'esSENTIAL', 'eSSENTIAL']",3,3,reverse
parietal,PETRI,"['parIETAL', 'pArIETAL', 'paRIETAL', 'pARIETAL']",1,3,reverse
fortepiano,PRATE,"['fortEPIANo', 'FortEPIANo', 'fOrtEPIANo', 'FOrtEPIANo', 'foRtEPIANo', 'FoRtEPIANo', 'fORtEPIANo', 'FORtEPIANo', 'forTEPIANo', 'ForTEPIANo', 'fOrTEPIANo', 'FOrTEPIANo', 'foRTEPIANo', 'FoRTEPIANo', 'fORTEPIANo', 'FORTEPIANo']",3,3,reverse
disquieted,LEDUM,"['disquieTED', 'dIsquieTED', 'diSquieTED', 'dISquieTED', 'disQuieTED', 'dIsQuieTED', 'diSQuieTED', 'dISQuieTED', 'disqUieTED', 'dIsqUieTED', 'diSqUieTED', 'dISqUieTED', 'disQUieTED', 'dIsQUieTED', 'diSQUieTED', 'dISQUieTED', 'disquIeTED', 'dIsquIeTED', 'diSquIeTED', 'dISquIeTED', 'disQuIeTED', 'dIsQuIeTED', 'diSQuIeTED', 'dISQuIeTED', 'disqUIeTED', 'dIsqUIeTED', 'diSqUIeTED', 'dISqUIeTED', 'disQUIeTED', 'dIsQUIeTED', 'diSQUIeTED', 'dISQUIeTED']",5,7,reverse
tertius,REITE,"['tERTIUs', 'TERTIUs']",0,3,reverse
expats,EPACT,['eXPATS'],0,3,reverse
megaspores,gAsSY,"['MegAspores', 'MegAsPores', 'MegAspOres', 'MegAsPOres', 'MegAspoRes', 'MegAsPoRes', 'MegAspORes', 'MegAsPORes', 'MegAsporEs', 'MegAsPorEs', 'MegAspOrEs', 'MegAsPOrEs', 'MegAspoREs', 'MegAsPoREs', 'MegAspOREs', 'MegAsPOREs', 'MegAsporeS', 'MegAsPoreS', 'MegAspOreS', 'MegAsPOreS', 'MegAspoReS', 'MegAsPoReS', 'MegAspOReS', 'MegAsPOReS', 'MegAsporES', 'MegAsPorES', 'MegAspOrES', 'MegAsPOrES', 'MegAspoRES', 'MegAsPoRES', 'MegAspORES', 'MegAsPORES']",0,1,reverse
countering,RITEN,"['counTERINg', 'CounTERINg', 'cOunTERINg', 'COunTERINg', 'coUnTERINg', 'CoUnTERINg', 'cOUnTERINg', 'COUnTERINg', 'couNTERINg', 'CouNTERINg', 'cOuNTERINg', 'COuNTERINg', 'coUNTERINg', 'CoUNTERINg', 'cOUNTERINg', 'COUNTERINg']",3,3,reverse
butternut,UNITE,"['buttERNUT', 'bUttERNUT', 'buTtERNUT', 'bUTtERNUT', 'butTERNUT', 'bUtTERNUT', 'buTTERNUT', 'bUTTERNUT']",3,3,reverse
enthralled,DELle,"['EnthraLleD', 'ENthraLleD', 'EnThraLleD', 'ENThraLleD', 'EntHraLleD', 'ENtHraLleD', 'EnTHraLleD', 'ENTHraLleD', 'EnthRaLleD', 'ENthRaLleD', 'EnThRaLleD', 'ENThRaLleD', 'EntHRaLleD', 'ENtHRaLleD', 'EnTHRaLleD', 'ENTHRaLleD', 'EnthrALleD', 'ENthrALleD', 'EnThrALleD', 'ENThrALleD', 'EntHrALleD', 'ENtHrALleD', 'EnTHrALleD', 'ENTHrALleD', 'EnthRALleD', 'ENthRALleD', 'EnThRALleD', 'ENThRALleD', 'EntHRALleD', 'ENtHRALleD', 'EnTHRALleD', 'ENTHRALleD']",5,7,reverse
intermezzi,VITEN,"['inTERMEzzi', 'InTERMEzzi', 'iNTERMEzzi', 'INTERMEzzi', 'inTERMEzZi', 'InTERMEzZi', 'iNTERMEzZi', 'INTERMEzZi', 'inTERMEzzI', 'InTERMEzzI', 'iNTERMEzzI', 'INTERMEzzI', 'inTERMEzZI', 'InTERMEzZI', 'iNTERMEzZI', 'INTERMEzZI']",1,3,reverse
vestibules,FUHRE,"['vestIBULEs', 'VestIBULEs', 'vEstIBULEs', 'VEstIBULEs', 'veStIBULEs', 'VeStIBULEs', 'vEStIBULEs', 'VEStIBULEs', 'vesTIBULEs', 'VesTIBULEs', 'vEsTIBULEs', 'VEsTIBULEs', 'veSTIBULEs', 'VeSTIBULEs', 'vESTIBULEs', 'VESTIBULEs']",3,3,reverse
nonentity,SEREN,"['NonenTITY', 'NOnenTITY', 'NoNenTITY', 'NONenTITY', 'NonEnTITY', 'NOnEnTITY', 'NoNEnTITY', 'NONEnTITY', 'NoneNTITY', 'NOneNTITY', 'NoNeNTITY', 'NONeNTITY', 'NonENTITY', 'NOnENTITY', 'NoNENTITY', 'NONENTITY']",4,3,reverse
dawdled,DELlE,"['DawDleD', 'DAwDleD', 'DaWDleD', 'DAWDleD']",2,7,reverse
contenting,ENTEN,"['conTENTIng', 'ConTENTIng', 'cOnTENTIng', 'COnTENTIng', 'coNTENTIng', 'CoNTENTIng', 'cONTENTIng', 'CONTENTIng', 'conTENTInG', 'ConTENTInG', 'cOnTENTInG', 'COnTENTInG', 'coNTENTInG', 'CoNTENTInG', 'cONTENTInG', 'CONTENTInG']",2,3,reverse
contenting,RENTE,"['contENTINg', 'ContENTINg', 'cOntENTINg', 'COntENTINg', 'coNtENTINg', 'CoNtENTINg', 'cONtENTINg', 'CONtENTINg', 'conTENTINg', 'ConTENTINg', 'cOnTENTINg', 'COnTENTINg', 'coNTENTINg', 'CoNTENTINg', 'cONTENTINg', 'CONTENTINg']",3,3,reverse
contenting,RENTEN,"['conTENTINg', 'ConTENTINg', 'cOnTENTINg', 'COnTENTINg', 'coNTENTINg', 'CoNTENTINg', 'cONTENTINg', 'CONTENTINg']",2,3,reverse
tristesse,EYRIE,"['tRISTEsse', 'TRISTEsse', 'tRISTEsSe', 'TRISTEsSe', 'tRISTEssE', 'TRISTEssE', 'tRISTEsSE', 'TRISTEsSE']",0,3,reverse
fertile,FREIT,"['feRTILE', 'fERTILE']",1,3,reverse
steeping,RATTE,"['stEEPINg', 'StEEPINg', 'sTEEPINg', 'STEEPINg']",1,3,reverse
fertilizer,FREIT,"['feRTILIzer', 'FeRTILIzer', 'fERTILIzer', 'FERTILIzer', 'feRTILIzEr', 'FeRTILIzEr', 'fERTILIzEr', 'FERTILIzEr', 'feRTILIzeR', 'FeRTILIzeR', 'fERTILIzeR', 'FERTILIzeR', 'feRTILIzER', 'FeRTILIzER', 'fERTILIzER', 'FERTILIzER']",1,3,reverse
tuque,TUQUE,['TUQUE'],0,3,reverse
mausoleum,emULe,"['MausoLeUm', 'MAusoLeUm', 'MaUsoLeUm', 'MAUsoLeUm', 'MauSoLeUm', 'MAuSoLeUm', 'MaUSoLeUm', 'MAUSoLeUm', 'MausOLeUm', 'MAusOLeUm', 'MaUsOLeUm', 'MAUsOLeUm', 'MauSOLeUm', 'MAuSOLeUm', 'MaUSOLeUm', 'MAUSOLeUm']",4,7,reverse
transient,ENTRY,"['TransIENT', 'TRansIENT', 'TrAnsIENT', 'TRAnsIENT', 'TraNsIENT', 'TRaNsIENT', 'TrANsIENT', 'TRANsIENT', 'TranSIENT', 'TRanSIENT', 'TrAnSIENT', 'TRAnSIENT', 'TraNSIENT', 'TRaNSIENT', 'TrANSIENT', 'TRANSIENT']",4,3,reverse
fertiliser,FREIT,"['feRTILIser', 'FeRTILIser', 'fERTILIser', 'FERTILIser', 'feRTILIsEr', 'FeRTILIsEr', 'fERTILIsEr', 'FERTILIsEr', 'feRTILIseR', 'FeRTILIseR', 'fERTILIseR', 'FERTILIseR', 'feRTILIsER', 'FeRTILIsER', 'fERTILIsER', 'FERTILIsER']",1,3,reverse
artificial,chili,"['artificial', 'aRtificial', 'arTificial', 'aRTificial', 'artIficial', 'aRtIficial', 'arTIficial', 'aRTIficial', 'artiFicial', 'aRtiFicial', 'arTiFicial', 'aRTiFicial', 'artIFicial', 'aRtIFicial', 'arTIFicial', 'aRTIFicial', 'artifIcial', 'aRtifIcial', 'arTifIcial', 'aRTifIcial', 'artIfIcial', 'aRtIfIcial', 'arTIfIcial', 'aRTIfIcial', 'artiFIcial', 'aRtiFIcial', 'arTiFIcial', 'aRTiFIcial', 'artIFIcial', 'aRtIFIcial', 'arTIFIcial', 'aRTIFIcial']",5,4,reverse
eateries,TRITE,"['eatERIES', 'eAtERIES', 'eaTERIES', 'eATERIES']",2,3,reverse
unredeemed,MEmEL,"['unredeEmEd', 'uNredeEmEd', 'unRedeEmEd', 'uNRedeEmEd', 'unrEdeEmEd', 'uNrEdeEmEd', 'unREdeEmEd', 'uNREdeEmEd', 'unreDeEmEd', 'uNreDeEmEd', 'unReDeEmEd', 'uNReDeEmEd', 'unrEDeEmEd', 'uNrEDeEmEd', 'unREDeEmEd', 'uNREDeEmEd']",4,7,reverse
unredeemed,TEEmED,"['UnredEEmED', 'UNredEEmED', 'UnRedEEmED', 'UNRedEEmED', 'UnrEdEEmED', 'UNrEdEEmED', 'UnREdEEmED', 'UNREdEEmED', 'UnreDEEmED', 'UNreDEEmED', 'UnReDEEmED', 'UNReDEEmED', 'UnrEDEEmED', 'UNrEDEEmED', 'UnREDEEmED', 'UNREDEEmED']",4,7,reverse
trist,EYRIE,['TRIST'],0,3,reverse
sickens,SicKe,"['SicKens', 'SicKeNs', 'SicKenS', 'SicKeNS']",0,1,reverse
squashing,gAUGe,"['SqUAshing', 'SqUAsHing', 'SqUAshIng', 'SqUAsHIng', 'SqUAshiNg', 'SqUAsHiNg', 'SqUAshINg', 'SqUAsHINg', 'SqUAshinG', 'SqUAsHinG', 'SqUAshInG', 'SqUAsHInG', 'SqUAshiNG', 'SqUAsHiNG', 'SqUAshING', 'SqUAsHING']",0,1,reverse
lotteries,TRITE,"['lottERIES', 'lOttERIES', 'loTtERIES', 'lOTtERIES', 'lotTERIES', 'lOtTERIES', 'loTTERIES', 'lOTTERIES']",3,3,reverse
sicken,SicKe,"['SicKen', 'SicKeN']",0,1,reverse
bettering,TEETH,"['bETTERing', 'BETTERing', 'bETTERiNg', 'BETTERiNg', 'bETTERinG', 'BETTERinG', 'bETTERiNG', 'BETTERiNG']",0,3,reverse
vesicular,WaKeS,"['veSiCular', 'VeSiCular', 'veSiCuLar', 'VeSiCuLar', 'veSiCulAr', 'VeSiCulAr', 'veSiCuLAr', 'VeSiCuLAr', 'veSiCulaR', 'VeSiCulaR', 'veSiCuLaR', 'VeSiCuLaR', 'veSiCulAR', 'VeSiCulAR', 'veSiCuLAR', 'VeSiCuLAR']",1,1,reverse
empanelled,DELle,"['EmpaneLleD', 'EMpaneLleD', 'EmPaneLleD', 'EMPaneLleD', 'EmpAneLleD', 'EMpAneLleD', 'EmPAneLleD', 'EMPAneLleD', 'EmpaNeLleD', 'EMpaNeLleD', 'EmPaNeLleD', 'EMPaNeLleD', 'EmpANeLleD', 'EMpANeLleD', 'EmPANeLleD', 'EMPANeLleD', 'EmpanELleD', 'EMpanELleD', 'EmPanELleD', 'EMPanELleD', 'EmpAnELleD', 'EMpAnELleD', 'EmPAnELleD', 'EMPAnELleD', 'EmpaNELleD', 'EMpaNELleD', 'EmPaNELleD', 'EMPaNELleD', 'EmpANELleD', 'EMpANELleD', 'EmPANELleD', 'EMPANELleD']",4,7,reverse
mallet,dULde,"['MaLLeT', 'MALLeT']",1,7,reverse
wedded,EDLEM,['WeDdED'],0,7,reverse
abstention,RENTE,"['abstENTIOn', 'AbstENTIOn', 'aBstENTIOn', 'ABstENTIOn', 'abStENTIOn', 'AbStENTIOn', 'aBStENTIOn', 'ABStENTIOn', 'absTENTIOn', 'AbsTENTIOn', 'aBsTENTIOn', 'ABsTENTIOn', 'abSTENTIOn', 'AbSTENTIOn', 'aBSTENTIOn', 'ABSTENTIOn', 'abstENTION', 'AbstENTION', 'aBstENTION', 'ABstENTION', 'abStENTION', 'AbStENTION', 'aBStENTION', 'ABStENTION', 'absTENTION', 'AbsTENTION', 'aBsTENTION', 'ABsTENTION', 'abSTENTION', 'AbSTENTION', 'aBSTENTION', 'ABSTENTION']",3,3,reverse
unshielded,EDLeM,"['unshieLdED', 'uNshieLdED', 'unShieLdED', 'uNShieLdED', 'unsHieLdED', 'uNsHieLdED', 'unSHieLdED', 'uNSHieLdED', 'unshIeLdED', 'uNshIeLdED', 'unShIeLdED', 'uNShIeLdED', 'unsHIeLdED', 'uNsHIeLdED', 'unSHIeLdED', 'uNSHIeLdED']",4,7,reverse
matchlocks,local,"['matchlocks', 'Matchlocks', 'mAtchlocks', 'MAtchlocks', 'maTchlocks', 'MaTchlocks', 'mATchlocks', 'MATchlocks', 'matChlocks', 'MatChlocks', 'mAtChlocks', 'MAtChlocks', 'maTChlocks', 'MaTChlocks', 'mATChlocks', 'MATChlocks', 'matchlockS', 'MatchlockS', 'mAtchlockS', 'MAtchlockS', 'maTchlockS', 'MaTchlockS', 'mATchlockS', 'MATchlockS', 'matChlockS', 'MatChlockS', 'mAtChlockS', 'MAtChlockS', 'maTChlockS', 'MaTChlockS', 'mATChlockS', 'MATChlockS']",3,4,reverse
cascades,CaeCa,"['CaSCades', 'CaSCaDes', 'CaSCadEs', 'CaSCaDEs', 'CaSCadeS', 'CaSCaDeS', 'CaSCadES', 'CaSCaDES']",0,1,reverse
teeth,BETTE,['TEETH'],0,3,reverse
myalgic,linch,"['myalgic', 'mYalgic', 'myAlgic', 'mYAlgic']",2,4,reverse
medalled,dELle,"['MedaLleD', 'MEdaLleD', 'MeDaLleD', 'MEDaLleD', 'MedALleD', 'MEdALleD', 'MeDALleD', 'MEDALleD']",3,7,reverse
barbette,TEETH,"['BarbETTE', 'BArbETTE', 'BaRbETTE', 'BARbETTE', 'BarBETTE', 'BArBETTE', 'BaRBETTE', 'BARBETTE']",3,3,reverse
sentential,ENTEN,"['senTENTIal', 'SenTENTIal', 'sEnTENTIal', 'SEnTENTIal', 'seNTENTIal', 'SeNTENTIal', 'sENTENTIal', 'SENTENTIal', 'senTENTIaL', 'SenTENTIaL', 'sEnTENTIaL', 'SEnTENTIaL', 'seNTENTIaL', 'SeNTENTIaL', 'sENTENTIaL', 'SENTENTIaL']",2,3,reverse
